,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit,user_questionaire
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '3 = 6/y', 1: 'FinalAnswer'}}",,0.008,EfN583275t,Unit ES_02,EfN583275tUnit ES_02
0,1,0,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 1.0}, 'Step Name': {0: '-2-8x = 1', 1: 'FinalAnswer', 2: 'row1-N-constant factors'}}",0,0.001,i8f2gg51r5,Unit ES_02,i8f2gg51r5Unit ES_02
1,1,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-2-8x = 1', 1: 'row1-N-constant factors'}}",0.802142857,0,i8f2gg51r5,Unit ES_02,i8f2gg51r5Unit ES_02
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'row1-N-constant factors'}}",0,0,i8f2gg51r5,Unit ES_02,i8f2gg51r5Unit ES_02
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'FinalAnswer', 1: '-2-8x = 1', 2: 'row1-N-constant factors'}}",,0.011,i8f2gg51r5,Unit ES_02,i8f2gg51r5Unit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-9y/-9 = 4/-9', 1: 'y1R1'}}",0,0.001,MPqJdqnPtc,Unit ES_02,MPqJdqnPtcUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'y1R1'}}",0,0,MPqJdqnPtc,Unit ES_02,MPqJdqnPtcUnit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-9y/-9 = 4/-9', 1: 'y1R1'}}",,0.002,MPqJdqnPtc,Unit ES_02,MPqJdqnPtcUnit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '5 = -5x', 1: 'y1R1'}}",0,0,589M2uPIY4,Unit ES_02,589M2uPIY4Unit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'y1R1'}}",0,0,589M2uPIY4,Unit ES_02,589M2uPIY4Unit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '5 = -5x', 1: 'y1R1'}}",,0.002,589M2uPIY4,Unit ES_02,589M2uPIY4Unit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-40 = (y/-5-2)*-5', 1: 'constant termsR2'}}",0,0,EWHJMBPf94,Unit ES_02,EWHJMBPf94Unit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant termsR2'}}",0,0,EWHJMBPf94,Unit ES_02,EWHJMBPf94Unit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-40 = (y/-5-2)*-5', 1: 'constant termsR2'}}",,0.002,EWHJMBPf94,Unit ES_02,EWHJMBPf94Unit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-2/y*y = -10y', 1: 'FinalAnswer'}}",0,0,YNGlv7F45C,Unit ES_02,YNGlv7F45CUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0,0,YNGlv7F45C,Unit ES_02,YNGlv7F45CUnit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-2/y*y = -10y', 1: 'FinalAnswer'}}",,0.006,YNGlv7F45C,Unit ES_02,YNGlv7F45CUnit ES_02
0,1,0,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'x1R1', 1: 'FinalAnswer'}}",0,0,242fhbKRf9,Unit ES_02,242fhbKRf9Unit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.111111111,0,242fhbKRf9,Unit ES_02,242fhbKRf9Unit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'x1R1', 1: 'FinalAnswer'}}",,0.006,242fhbKRf9,Unit ES_02,242fhbKRf9Unit ES_02
0,0.777777778,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: '7/y*y = 5y', 1: 'constant terms1R1', 2: 'FinalAnswer'}}",0,0.001,0U9x5pNv8t,Unit ES_02,0U9x5pNv8tUnit ES_02
1,0.75,1,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'constant terms1R1', 1: 'FinalAnswer'}}",0,0.001,0U9x5pNv8t,Unit ES_02,0U9x5pNv8tUnit ES_02
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0,0,0U9x5pNv8t,Unit ES_02,0U9x5pNv8tUnit ES_02
3,0.833333333,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: '7/y*y = 5y', 1: 'constant terms1R1', 2: 'FinalAnswer'}}",,0.01,0U9x5pNv8t,Unit ES_02,0U9x5pNv8tUnit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-x/4*-4 = 1*-4', 1: 'FinalAnswer'}}",0,0,34f4oB5Cod,Unit ES_02,34f4oB5CodUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0,0,34f4oB5Cod,Unit ES_02,34f4oB5CodUnit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-x/4*-4 = 1*-4', 1: 'FinalAnswer'}}",,0.004,34f4oB5Cod,Unit ES_02,34f4oB5CodUnit ES_02
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'row3-D-x', 1: 'xR2'}}",0,0.001,EV28POlwE4,Unit ES_02,EV28POlwE4Unit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'xR2'}}",0,0,EV28POlwE4,Unit ES_02,EV28POlwE4Unit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'row3-D-x', 1: 'xR2'}}",,0.002,EV28POlwE4,Unit ES_02,EV28POlwE4Unit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '5y = 9', 1: 'constant termsR2'}}",0,0,HvghFVBS5v,Unit ES_02,HvghFVBS5vUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant termsR2'}}",0,0,HvghFVBS5v,Unit ES_02,HvghFVBS5vUnit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '5y = 9', 1: 'constant termsR2'}}",,0.002,HvghFVBS5v,Unit ES_02,HvghFVBS5vUnit ES_02
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'FinalAnswer', 1: '-9 = 5x'}}",0,0,4X3016rdOZ,Unit ES_02,4X3016rdOZUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: '-9 = 5x'}}",5.081111111,0,4X3016rdOZ,Unit ES_02,4X3016rdOZUnit ES_02
2,0.75,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'FinalAnswer', 1: '-9 = 5x'}}",,0.006,4X3016rdOZ,Unit ES_02,4X3016rdOZUnit ES_02
0,0.666666667,0,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: '-8 = 1x', 1: 'constant terms1R1', 2: 'xR2'}}",0,0.001,z1iLCTB32T,Unit ES_02,z1iLCTB32TUnit ES_02
1,0.75,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'constant terms1R1', 1: 'xR2'}}",0,0,z1iLCTB32T,Unit ES_02,z1iLCTB32TUnit ES_02
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'xR2'}}",0.2,0,z1iLCTB32T,Unit ES_02,z1iLCTB32TUnit ES_02
3,0.833333333,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: '-8 = 1x', 1: 'constant terms1R1', 2: 'xR2'}}",,0.002,z1iLCTB32T,Unit ES_02,z1iLCTB32TUnit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'constant termsR2', 1: '-6 = -2+y/3'}}",0,0,7YX78oEdjZ,Unit ES_02,7YX78oEdjZUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: '-6 = -2+y/3'}}",0.722222222,0,7YX78oEdjZ,Unit ES_02,7YX78oEdjZUnit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'constant termsR2', 1: '-6 = -2+y/3'}}",,0.001,7YX78oEdjZ,Unit ES_02,7YX78oEdjZUnit ES_02
0,1,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0,0,D1VwdFc01t,Unit ES_02,D1VwdFc01tUnit ES_02
1,1,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",,0.003,D1VwdFc01t,Unit ES_02,D1VwdFc01tUnit ES_02
0,1,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yR2'}}",0,0,15V4J8fDs3,Unit ES_02,15V4J8fDs3Unit ES_02
1,1,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yR2'}}",,0,15V4J8fDs3,Unit ES_02,15V4J8fDs3Unit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'FinalAnswer', 1: '-17*7 = y'}}",0,0,s19Mo891H5,Unit ES_02,s19Mo891H5Unit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: '-17*7 = y'}}",0.361111111,0,s19Mo891H5,Unit ES_02,s19Mo891H5Unit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'FinalAnswer', 1: '-17*7 = y'}}",,0.004,s19Mo891H5,Unit ES_02,s19Mo891H5Unit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-5x = -3/x*x', 1: 'constant termsR2'}}",0,0,stK4H8Vit6,Unit ES_02,stK4H8Vit6Unit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant termsR2'}}",0,0,stK4H8Vit6,Unit ES_02,stK4H8Vit6Unit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-5x = -3/x*x', 1: 'constant termsR2'}}",,0.002,stK4H8Vit6,Unit ES_02,stK4H8Vit6Unit ES_02
0,1,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'xR2'}}",0,0,4pzSijxuK6,Unit ES_02,4pzSijxuK6Unit ES_02
1,1,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'xR2'}}",,0.001,4pzSijxuK6,Unit ES_02,4pzSijxuK6Unit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '7/x*x = 2x', 1: 'pm-r-den-node'}}",0,0,668lBbaKFE,Unit ES_02,668lBbaKFEUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'pm-r-den-node'}}",0,0,668lBbaKFE,Unit ES_02,668lBbaKFEUnit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '7/x*x = 2x', 1: 'pm-r-den-node'}}",,0.001,668lBbaKFE,Unit ES_02,668lBbaKFEUnit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '3x = 2', 1: 'FinalAnswer'}}",0,0,1CI7f2R98c,Unit ES_02,1CI7f2R98cUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0,0,1CI7f2R98c,Unit ES_02,1CI7f2R98cUnit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '3x = 2', 1: 'FinalAnswer'}}",,0.004,1CI7f2R98c,Unit ES_02,1CI7f2R98cUnit ES_02
0,1,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-9-9 = 9-6x-9', 1: 'constant termsR2'}}",0,0,odPTXtfS78,Unit ES_02,odPTXtfS78Unit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant termsR2'}}",0,0,odPTXtfS78,Unit ES_02,odPTXtfS78Unit ES_02
2,1,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-9-9 = 9-6x-9', 1: 'constant termsR2'}}",,0.001,odPTXtfS78,Unit ES_02,odPTXtfS78Unit ES_02
0,1,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0,0,h0UbH181l8,Unit ES_02,h0UbH181l8Unit ES_02
1,1,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",,0.007,h0UbH181l8,Unit ES_02,h0UbH181l8Unit ES_02
0,0.8125,0,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'y/5 = -10', 1: 'constant terms1R1', 2: 'yR2', 3: 'row1-N-constant factors'}}",0,0.001,PE6x6PxZ42,Unit ES_02,PE6x6PxZ42Unit ES_02
1,0.777777778,1,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'constant terms1R1', 1: 'yR2', 2: 'row1-N-constant factors'}}",0,0.001,PE6x6PxZ42,Unit ES_02,PE6x6PxZ42Unit ES_02
2,1,2,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'yR2', 1: 'row1-N-constant factors'}}",0.246666667,0,PE6x6PxZ42,Unit ES_02,PE6x6PxZ42Unit ES_02
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'row1-N-constant factors'}}",0.111111111,0,PE6x6PxZ42,Unit ES_02,PE6x6PxZ42Unit ES_02
4,0.875,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'y/5 = -10', 1: 'constant terms1R1', 2: 'yR2', 3: 'row1-N-constant factors'}}",,0.004,PE6x6PxZ42,Unit ES_02,PE6x6PxZ42Unit ES_02
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'y/-3+2 = -8', 1: 'constant terms1R1'}}",0,0,78t79xOebG,Unit ES_02,78t79xOebGUnit ES_02
1,1,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'constant terms1R1'}}",0,0,78t79xOebG,Unit ES_02,78t79xOebGUnit ES_02
2,0.75,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'y/-3+2 = -8', 1: 'constant terms1R1'}}",,0.001,78t79xOebG,Unit ES_02,78t79xOebGUnit ES_02
0,1,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'A/5 = 150', 2: 'R6C2', 3: 'R1C1'}}",0,0.001,XJyS25Yg27,Unit CTA1_13,XJyS25Yg27Unit CTA1_13
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'A/5 = 150', 1: 'R6C2', 2: 'R1C1'}}",0,0.001,XJyS25Yg27,Unit CTA1_13,XJyS25Yg27Unit CTA1_13
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R6C2', 1: 'R1C1'}}",0,0.001,XJyS25Yg27,Unit CTA1_13,XJyS25Yg27Unit CTA1_13
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",0,0,XJyS25Yg27,Unit CTA1_13,XJyS25Yg27Unit CTA1_13
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R5C2', 1: 'A/5 = 150', 2: 'R6C2', 3: 'R1C1'}}",,0.006,XJyS25Yg27,Unit CTA1_13,XJyS25Yg27Unit CTA1_13
0,0.8125,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R2C1', 2: 'R1C1', 3: 'R3C2'}}",0,0.001,M7hLaVJGvX,Unit CTA1_13,M7hLaVJGvXUnit CTA1_13
1,0.777777778,1,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R2C1', 1: 'R1C1', 2: 'R3C2'}}",0,0.001,M7hLaVJGvX,Unit CTA1_13,M7hLaVJGvXUnit CTA1_13
2,0.75,2,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R1C1', 1: 'R3C2'}}",0,0,M7hLaVJGvX,Unit CTA1_13,M7hLaVJGvXUnit CTA1_13
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C2'}}",0,0,M7hLaVJGvX,Unit CTA1_13,M7hLaVJGvXUnit CTA1_13
4,0.8125,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R3C1', 1: 'R2C1', 2: 'R1C1', 3: 'R3C2'}}",,0.003,M7hLaVJGvX,Unit CTA1_13,M7hLaVJGvXUnit CTA1_13
0,1,0,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 0.0}, 'Step Name': {0: 'R3C2', 1: 'R7C2', 2: 'R4C2'}}",0,0.001,Fx8d98DRud,Unit CTA1_13,Fx8d98DRudUnit CTA1_13
1,0.75,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R7C2', 1: 'R4C2'}}",0,0,Fx8d98DRud,Unit CTA1_13,Fx8d98DRudUnit CTA1_13
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C2'}}",0,0,Fx8d98DRud,Unit CTA1_13,Fx8d98DRudUnit CTA1_13
3,0.888888889,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R3C2', 1: 'R7C2', 2: 'R4C2'}}",,0.002,Fx8d98DRud,Unit CTA1_13,Fx8d98DRudUnit CTA1_13
0,1,0,"{'Difficulty': {0: 2.0, 1: -2.0, 2: 0.0}, 'Step Name': {0: 'R1C1', 1: 'R5C1', 2: 'R7C2'}}",0,0.002,6bJ4auIa8L,Unit CTA1_13,6bJ4auIa8LUnit CTA1_13
1,1,1,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R1C1', 1: 'R7C2'}}",0,0.001,6bJ4auIa8L,Unit CTA1_13,6bJ4auIa8LUnit CTA1_13
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",0,0,6bJ4auIa8L,Unit CTA1_13,6bJ4auIa8LUnit CTA1_13
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R5C1', 1: 'R7C2', 2: 'R1C1'}}",,0.007,6bJ4auIa8L,Unit CTA1_13,6bJ4auIa8LUnit CTA1_13
0,1,0,"{'Difficulty': {0: -2.0, 1: -1.0, 2: 1.0, 3: 2.0}, 'Step Name': {0: 'R4C2', 1: 'R5C1', 2: 'R7C1', 3: 'R1C1'}}",0,0.002,0GlR30c2Mt,Unit CTA1_13,0GlR30c2MtUnit CTA1_13
1,1,1,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 1.0}, 'Step Name': {0: 'R5C1', 1: 'R7C1', 2: 'R1C1'}}",0.358333333,0.001,0GlR30c2Mt,Unit CTA1_13,0GlR30c2MtUnit CTA1_13
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R7C1', 1: 'R1C1'}}",0.335833333,0.001,0GlR30c2Mt,Unit CTA1_13,0GlR30c2MtUnit CTA1_13
3,1,3,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",0.211333333,0,0GlR30c2Mt,Unit CTA1_13,0GlR30c2MtUnit CTA1_13
4,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3}, 'Step Name': {0: 'R4C2', 1: 'R5C1', 2: 'R7C1', 3: 'R1C1'}}",,0.008,0GlR30c2Mt,Unit CTA1_13,0GlR30c2MtUnit CTA1_13
0,1,0,"{'Difficulty': {0: -1.0, 1: -2.0, 2: 3.0, 3: 2.0, 4: -2.0}, 'Step Name': {0: 'R4C1', 1: 'R2C2', 2: 'R3C1', 3: 'R2C1', 4: 'R6C1'}}",0,0.005,77y7iIIXuv,Unit CTA1_13,77y7iIIXuvUnit CTA1_13
1,1,1,"{'Difficulty': {0: -1.0, 1: 2.0, 2: 1.0, 3: -2.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R2C1', 3: 'R6C1'}}",0,0.003,77y7iIIXuv,Unit CTA1_13,77y7iIIXuvUnit CTA1_13
2,1,2,"{'Difficulty': {0: -2.0, 1: 1.0, 2: 1.0}, 'Step Name': {0: 'R4C1', 1: 'R3C1', 2: 'R2C1'}}",0,0.001,77y7iIIXuv,Unit CTA1_13,77y7iIIXuvUnit CTA1_13
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R2C1'}}",0,0.001,77y7iIIXuv,Unit CTA1_13,77y7iIIXuvUnit CTA1_13
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C1'}}",0,0,77y7iIIXuv,Unit CTA1_13,77y7iIIXuvUnit CTA1_13
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R2C2', 1: 'R6C1', 2: 'R4C1', 3: 'R3C1', 4: 'R2C1'}}",,0.018,77y7iIIXuv,Unit CTA1_13,77y7iIIXuvUnit CTA1_13
0,1,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: -1.0, 3: 1.0, 4: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R2C2', 2: 'R6C1', 3: 'ValidEquations', 4: 'R1C1'}}",0,0.003,88Uhb8760x,Unit CTA1_13,88Uhb8760xUnit CTA1_13
1,1,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R2C2', 2: 'ValidEquations', 3: 'R1C1'}}",0,0.002,88Uhb8760x,Unit CTA1_13,88Uhb8760xUnit CTA1_13
2,1,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R2C2', 1: 'ValidEquations', 2: 'R1C1'}}",0,0.002,88Uhb8760x,Unit CTA1_13,88Uhb8760xUnit CTA1_13
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R1C1'}}",0,0.001,88Uhb8760x,Unit CTA1_13,88Uhb8760xUnit CTA1_13
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",1.358888889,0,88Uhb8760x,Unit CTA1_13,88Uhb8760xUnit CTA1_13
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R6C1', 1: 'R3C1', 2: 'R2C2', 3: 'ValidEquations', 4: 'R1C1'}}",,0.014,88Uhb8760x,Unit CTA1_13,88Uhb8760xUnit CTA1_13
0,1,0,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R4C2', 2: 'R4C1'}}",0,0.001,vpuUyzUJ0z,Unit CTA1_13,vpuUyzUJ0zUnit CTA1_13
1,1,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R3C1', 1: 'R4C1'}}",0,0,vpuUyzUJ0z,Unit CTA1_13,vpuUyzUJ0zUnit CTA1_13
2,1,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R4C1'}}",0,0,vpuUyzUJ0z,Unit CTA1_13,vpuUyzUJ0zUnit CTA1_13
3,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'R4C2', 1: 'R3C1', 2: 'R4C1'}}",,0.003,vpuUyzUJ0z,Unit CTA1_13,vpuUyzUJ0zUnit CTA1_13
0,0.888888889,0,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 3.0, 3: -4.0, 4: 2.0, 5: -1.0}, 'Step Name': {0: 'R5C2', 1: 'R4C2', 2: 'R7C1', 3: 'R6C1', 4: 'R3C1', 5: 'R6C2'}}",0,0.006,242fhbKRf9,Unit CTA1_13,242fhbKRf9Unit CTA1_13
1,0.9,1,"{'Difficulty': {0: 1.0, 1: -2.0, 2: 2.0, 3: 1.0, 4: -2.0}, 'Step Name': {0: 'R5C2', 1: 'R4C2', 2: 'R7C1', 3: 'R3C1', 4: 'R6C2'}}",0.963888889,0.003,242fhbKRf9,Unit CTA1_13,242fhbKRf9Unit CTA1_13
2,1,2,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 0.0, 3: -1.0}, 'Step Name': {0: 'R5C2', 1: 'R7C1', 2: 'R3C1', 3: 'R6C2'}}",1.034920635,0.002,242fhbKRf9,Unit CTA1_13,242fhbKRf9Unit CTA1_13
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R7C1', 2: 'R3C1'}}",1.097989418,0.001,242fhbKRf9,Unit CTA1_13,242fhbKRf9Unit CTA1_13
4,1,4,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R7C1', 1: 'R3C1'}}",0.644353741,0.001,242fhbKRf9,Unit CTA1_13,242fhbKRf9Unit CTA1_13
5,1,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0.657242972,0,242fhbKRf9,Unit CTA1_13,242fhbKRf9Unit CTA1_13
6,0.916666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R6C1', 1: 'R4C2', 2: 'R6C2', 3: 'R5C2', 4: 'R7C1', 5: 'R3C1'}}",,0.023,242fhbKRf9,Unit CTA1_13,242fhbKRf9Unit CTA1_13
0,1,0,"{'Difficulty': {0: 3.0, 1: 0.0, 2: -4.0, 3: -2.0, 4: 3.0}, 'Step Name': {0: 'R1C1', 1: 'R7C2', 2: 'R3C2', 3: 'R5C1', 4: 'R5C2'}}",0,0.003,m64Rgy40OF,Unit CTA1_13,m64Rgy40OFUnit CTA1_13
1,1,1,"{'Difficulty': {0: 2.0, 1: -1.0, 2: -3.0, 3: 2.0}, 'Step Name': {0: 'R1C1', 1: 'R7C2', 2: 'R5C1', 3: 'R5C2'}}",0.46031746,0.002,m64Rgy40OF,Unit CTA1_13,m64Rgy40OFUnit CTA1_13
2,1,2,"{'Difficulty': {0: 1.0, 1: -2.0, 2: 1.0}, 'Step Name': {0: 'R1C1', 1: 'R7C2', 2: 'R5C2'}}",0.395927816,0.001,m64Rgy40OF,Unit CTA1_13,m64Rgy40OFUnit CTA1_13
3,1,3,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R1C1', 1: 'R5C2'}}",0.308048087,0,m64Rgy40OF,Unit CTA1_13,m64Rgy40OFUnit CTA1_13
4,1,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C2'}}",0.220989668,0,m64Rgy40OF,Unit CTA1_13,m64Rgy40OFUnit CTA1_13
5,1,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R7C2', 3: 'R1C1', 4: 'R5C2'}}",,0.01,m64Rgy40OF,Unit CTA1_13,m64Rgy40OFUnit CTA1_13
