,SAP,iteration,questions_rank,similarity_avg_changes,time,Anon Student Id,unit
4,1.0,4,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R3C1', 1: '2F = 3000'}}",0.911666666667,0.0,02i5jCrfQK,Unit CTA1_13
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: '2F = 3000'}}",0.345222222222,0.0,02i5jCrfQK,Unit CTA1_13
6,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R5C1', 1: 'R1C2', 2: 'R4C1', 3: 'R6C1', 4: 'R3C1', 5: '2F = 3000'}}",,0.012,02i5jCrfQK,Unit CTA1_13
0,1.0,0,"{'Difficulty': {0: 1.0, 1: -1.0, 2: 1.0, 3: -3.0, 4: 2.0}, 'Step Name': {0: 'R5C2', 1: 'R4C1', 2: 'R1C2', 3: 'R3C2', 4: 'ValidEquations'}}",0.0,0.002,USdRVl9AOe,Unit CTA1_13
1,1.0,1,"{'Difficulty': {0: 0.0, 1: -2.0, 2: 1.0, 3: 1.0}, 'Step Name': {0: 'R5C2', 1: 'R4C1', 2: 'R1C2', 3: 'ValidEquations'}}",0.0,0.001,USdRVl9AOe,Unit CTA1_13
2,1.0,2,"{'Difficulty': {0: -1.0, 1: 1.0, 2: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R1C2', 2: 'ValidEquations'}}",0.0,0.001,USdRVl9AOe,Unit CTA1_13
3,1.0,3,"{'Difficulty': {0: 1.0, 1: -1.0}, 'Step Name': {0: 'R1C2', 1: 'ValidEquations'}}",0.866666666667,0.0,USdRVl9AOe,Unit CTA1_13
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C2'}}",0.185185185185,0.0,USdRVl9AOe,Unit CTA1_13
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'R5C2', 3: 'ValidEquations', 4: 'R1C2'}}",,0.009,USdRVl9AOe,Unit CTA1_13
0,1.0,0,"{'Difficulty': {0: 0.0, 1: -7.0, 2: 0.0, 3: 0.0, 4: 2.0, 5: 2.0, 6: -1.0, 7: 3.0, 8: 1.0}, 'Step Name': {0: 'R2C2', 1: 'R3C2', 2: 'R3C1', 3: 'yMax', 4: 'ValidEquations', 5: 'R7C1', 6: 'R6C1', 7: 'yScale', 8: 'R6C2'}}",0.0,0.005,IQ98biy227,Unit CTA1_06
1,1.0,1,"{'Difficulty': {0: -1.0, 1: 0.0, 2: -1.0, 3: 1.0, 4: 1.0, 5: -2.0, 6: 2.0, 7: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'yMax', 3: 'ValidEquations', 4: 'R7C1', 5: 'R6C1', 6: 'yScale', 7: 'R6C2'}}",0.0,0.004,IQ98biy227,Unit CTA1_06
2,1.0,2,"{'Difficulty': {0: -1.0, 1: 0.0, 2: -1.0, 3: 1.0, 4: 0.0, 5: 1.0, 6: 0.0}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'yMax', 3: 'ValidEquations', 4: 'R7C1', 5: 'yScale', 6: 'R6C2'}}",0.0,0.003,IQ98biy227,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0.0, 1: -1.0, 2: 1.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R3C1', 1: 'yMax', 2: 'ValidEquations', 3: 'R7C1', 4: 'yScale', 5: 'R6C2'}}",1.13495670996,0.002,IQ98biy227,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 1.0, 2: -1.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations', 2: 'R7C1', 3: 'yScale', 4: 'R6C2'}}",0.125,0.002,IQ98biy227,Unit CTA1_06
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations', 2: 'yScale', 3: 'R6C2'}}",0.226512574727,0.001,IQ98biy227,Unit CTA1_06
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'yScale', 2: 'R6C2'}}",0.0648148148148,0.001,IQ98biy227,Unit CTA1_06
7,1.0,7,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'yScale', 1: 'R6C2'}}",0.0,0.0,IQ98biy227,Unit CTA1_06
8,1.0,8,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C2'}}",0.24380952381,0.0,IQ98biy227,Unit CTA1_06
9,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8}, 'Step Name': {0: 'R3C2', 1: 'R6C1', 2: 'R2C2', 3: 'yMax', 4: 'R7C1', 5: 'R3C1', 6: 'ValidEquations', 7: 'yScale', 8: 'R6C2'}}",,0.024,IQ98biy227,Unit CTA1_06
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C1'}}",0.0,0.0,ck0GIf31rJ,Unit CTA1_06
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R5C1'}}",,0.0,ck0GIf31rJ,Unit CTA1_06
0,1.0,0,"{'Difficulty': {0: 1.0, 1: 0.0, 2: -1.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R5C2', 1: 'xScale', 2: 'YLabel', 3: 'R6C2', 4: 'R1C1'}}",0.0,0.001,XJyS25Yg27,Unit CTA1_06
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'xScale', 2: 'R6C2', 3: 'R1C1'}}",0.0,0.001,XJyS25Yg27,Unit CTA1_06
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'xScale', 1: 'R6C2', 2: 'R1C1'}}",0.0,0.001,XJyS25Yg27,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R6C2', 1: 'R1C1'}}",0.0,0.0,XJyS25Yg27,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R1C1'}}",0.0,0.0,XJyS25Yg27,Unit CTA1_06
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'YLabel', 1: 'R5C2', 2: 'xScale', 3: 'R6C2', 4: 'R1C1'}}",,0.006,XJyS25Yg27,Unit CTA1_06
0,0.796875,0,"{'Difficulty': {0: 0.0, 1: -4.0, 2: 0.0, 3: 1.0, 4: 1.0, 5: 1.0, 6: 0.0, 7: 1.0}, 'Step Name': {0: 'R1C1', 1: 'R7C2', 2: 'R3C1', 3: 'R3C2', 4: 'R4C2', 5: 'yMin', 6: 'R2C2', 7: 'YLabel'}}",0.0,0.003,HvghFVBS5v,Unit CTA1_06
1,0.775510204082,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'R1C1', 1: 'R3C1', 2: 'R3C2', 3: 'R4C2', 4: 'yMin', 5: 'R2C2', 6: 'YLabel'}}",0.0,0.002,HvghFVBS5v,Unit CTA1_06
2,0.75,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R3C2', 2: 'R4C2', 3: 'yMin', 4: 'R2C2', 5: 'YLabel'}}",0.0,0.002,HvghFVBS5v,Unit CTA1_06
3,0.72,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R3C2', 1: 'R4C2', 2: 'yMin', 3: 'R2C2', 4: 'YLabel'}}",0.0,0.001,HvghFVBS5v,Unit CTA1_06
4,0.8125,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R4C2', 1: 'yMin', 2: 'R2C2', 3: 'YLabel'}}",0.0,0.001,HvghFVBS5v,Unit CTA1_06
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'yMin', 1: 'R2C2', 2: 'YLabel'}}",0.25,0.001,HvghFVBS5v,Unit CTA1_06
6,1.0,6,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R2C2', 1: 'YLabel'}}",0.0714285714286,0.0,HvghFVBS5v,Unit CTA1_06
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'YLabel'}}",0.0,0.0,HvghFVBS5v,Unit CTA1_06
8,0.83125,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R7C2', 1: 'R1C1', 2: 'R3C1', 3: 'R3C2', 4: 'R4C2', 5: 'yMin', 6: 'R2C2', 7: 'YLabel'}}",,0.011,HvghFVBS5v,Unit CTA1_06
0,0.954545454545,0,"{'Difficulty': {0: 1.0, 1: 1.0, 2: -7.0, 3: 3.0, 4: 2.0, 5: -4.0, 6: -3.0, 7: 1.0, 8: 2.0, 9: 2.0, 10: 2.0}, 'Step Name': {0: 'R1C1', 1: 'yScale', 2: 'R5C1', 3: 'R2C2', 4: 'yMax', 5: 'R3C2', 6: 'R6C1', 7: 'R5C2', 8: 'R3C1', 9: 'ValidEquations', 10: 'R2C1'}}",0.0,0.009,dvG32rxRzQ,Unit CTA1_06
1,0.95,1,"{'Difficulty': {0: 1.0, 1: 1.0, 2: 2.0, 3: 1.0, 4: -4.0, 5: -4.0, 6: 0.0, 7: 1.0, 8: 1.0, 9: 1.0}, 'Step Name': {0: 'R1C1', 1: 'yScale', 2: 'R2C2', 3: 'yMax', 4: 'R3C2', 5: 'R6C1', 6: 'R5C2', 7: 'R3C1', 8: 'ValidEquations', 9: 'R2C1'}}",0.0,0.007,dvG32rxRzQ,Unit CTA1_06
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 1.0, 3: 1.0, 4: -5.0, 5: 0.0, 6: 1.0, 7: 1.0, 8: 0.0}, 'Step Name': {0: 'R1C1', 1: 'yScale', 2: 'R2C2', 3: 'yMax', 4: 'R6C1', 5: 'R5C2', 6: 'R3C1', 7: 'ValidEquations', 8: 'R2C1'}}",0.0,0.006,dvG32rxRzQ,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0}, 'Step Name': {0: 'R1C1', 1: 'yScale', 2: 'R2C2', 3: 'yMax', 4: 'R5C2', 5: 'R3C1', 6: 'ValidEquations', 7: 'R2C1'}}",0.0,0.004,dvG32rxRzQ,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0}, 'Step Name': {0: 'yScale', 1: 'R2C2', 2: 'yMax', 3: 'R5C2', 4: 'R3C1', 5: 'ValidEquations', 6: 'R2C1'}}",0.0,0.004,dvG32rxRzQ,Unit CTA1_06
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R2C2', 1: 'yMax', 2: 'R5C2', 3: 'R3C1', 4: 'ValidEquations', 5: 'R2C1'}}",0.0,0.003,dvG32rxRzQ,Unit CTA1_06
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'yMax', 1: 'R5C2', 2: 'R3C1', 3: 'ValidEquations', 4: 'R2C1'}}",0.0,0.002,dvG32rxRzQ,Unit CTA1_06
7,1.0,7,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R3C1', 2: 'ValidEquations', 3: 'R2C1'}}",0.473214285714,0.001,dvG32rxRzQ,Unit CTA1_06
8,1.0,8,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R3C1', 1: 'ValidEquations', 2: 'R2C1'}}",0.0375,0.001,dvG32rxRzQ,Unit CTA1_06
9,1.0,9,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R2C1'}}",0.125238095238,0.0,dvG32rxRzQ,Unit CTA1_06
10,1.0,10,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R2C1'}}",0.024,0.0,dvG32rxRzQ,Unit CTA1_06
11,0.954545454545,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7, 8: 8, 9: 9, 10: 10}, 'Step Name': {0: 'R5C1', 1: 'R3C2', 2: 'R6C1', 3: 'R1C1', 4: 'yScale', 5: 'R2C2', 6: 'yMax', 7: 'R5C2', 8: 'R3C1', 9: 'ValidEquations', 10: 'R2C1'}}",,0.046,dvG32rxRzQ,Unit CTA1_06
0,1.0,0,"{'Difficulty': {0: 0.0, 1: -3.0, 2: 1.0, 3: 1.0, 4: -1.0, 5: 1.0, 6: 1.0, 7: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R3C2', 2: 'ValidEquations', 3: 'R1C2', 4: 'R2C1', 5: 'R5C1', 6: 'R1C1', 7: 'R6C1'}}",0.0,0.003,E38It7fjg0,Unit CTA1_06
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 0.0, 3: -2.0, 4: 1.0, 5: 1.0, 6: -1.0}, 'Step Name': {0: 'R5C2', 1: 'ValidEquations', 2: 'R1C2', 3: 'R2C1', 4: 'R5C1', 5: 'R1C1', 6: 'R6C1'}}",0.0833333333333,0.002,E38It7fjg0,Unit CTA1_06
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: -1.0, 3: 1.0, 4: 1.0, 5: -1.0}, 'Step Name': {0: 'R5C2', 1: 'ValidEquations', 2: 'R1C2', 3: 'R5C1', 4: 'R1C1', 5: 'R6C1'}}",0.294444444444,0.002,E38It7fjg0,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R5C2', 1: 'ValidEquations', 2: 'R5C1', 3: 'R1C1', 4: 'R6C1'}}",0.30537037037,0.001,E38It7fjg0,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'ValidEquations', 1: 'R5C1', 2: 'R1C1', 3: 'R6C1'}}",0.0,0.001,E38It7fjg0,Unit CTA1_06
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R5C1', 1: 'R1C1', 2: 'R6C1'}}",0.036,0.001,E38It7fjg0,Unit CTA1_06
6,1.0,6,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R1C1', 1: 'R6C1'}}",0.0,0.0,E38It7fjg0,Unit CTA1_06
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C1'}}",0.0,0.0,E38It7fjg0,Unit CTA1_06
8,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R3C2', 1: 'R2C1', 2: 'R1C2', 3: 'R5C2', 4: 'ValidEquations', 5: 'R5C1', 6: 'R1C1', 7: 'R6C1'}}",,0.012,E38It7fjg0,Unit CTA1_06
0,1.0,0,"{'Difficulty': {0: 0.0, 1: 1.0, 2: 0.0, 3: 0.0, 4: -1.0}, 'Step Name': {0: 'R3C1', 1: 'R1C1', 2: '-100+4S = -50', 3: 'R6C1', 4: 'R2C2'}}",0.0,0.001,Dmq6441349,Unit CTA1_06
1,1.0,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R3C1', 1: 'R1C1', 2: '-100+4S = -50', 3: 'R6C1'}}",0.25,0.001,Dmq6441349,Unit CTA1_06
2,1.0,2,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R1C1', 1: '-100+4S = -50', 2: 'R6C1'}}",0.166666666667,0.0,Dmq6441349,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-100+4S = -50', 1: 'R6C1'}}",0.145833333333,0.0,Dmq6441349,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R6C1'}}",0.0,0.0,Dmq6441349,Unit CTA1_06
5,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4}, 'Step Name': {0: 'R2C2', 1: 'R3C1', 2: 'R1C1', 3: '-100+4S = -50', 4: 'R6C1'}}",,0.004,Dmq6441349,Unit CTA1_06
0,1.0,0,"{'Difficulty': {0: 2.0, 1: 1.0, 2: 3.0, 3: 0.0, 4: -1.0, 5: -4.0, 6: -1.0, 7: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R1C2', 2: 'ValidEquations', 3: 'YLabel', 4: 'R4C1', 5: 'R3C2', 6: 'xMax', 7: 'Point 1.2'}}",0.0,0.004,Gwk4z777oU,Unit CTA1_06
1,1.0,1,"{'Difficulty': {0: 1.0, 1: 0.0, 2: 2.0, 3: 0.0, 4: -2.0, 5: -1.0, 6: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R1C2', 2: 'ValidEquations', 3: 'YLabel', 4: 'R4C1', 5: 'xMax', 6: 'Point 1.2'}}",0.0,0.003,Gwk4z777oU,Unit CTA1_06
2,1.0,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 1.0, 3: 0.0, 4: -1.0, 5: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R1C2', 2: 'ValidEquations', 3: 'YLabel', 4: 'xMax', 5: 'Point 1.2'}}",0.166666666667,0.01,Gwk4z777oU,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R1C2', 2: 'ValidEquations', 3: 'YLabel', 4: 'Point 1.2'}}",0.0,0.003,Gwk4z777oU,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'R1C2', 1: 'ValidEquations', 2: 'YLabel', 3: 'Point 1.2'}}",0.0,0.002,Gwk4z777oU,Unit CTA1_06
5,1.0,5,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'ValidEquations', 1: 'YLabel', 2: 'Point 1.2'}}",0.0,0.001,Gwk4z777oU,Unit CTA1_06
6,1.0,6,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'YLabel', 1: 'Point 1.2'}}",0.0,0.0,Gwk4z777oU,Unit CTA1_06
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'Point 1.2'}}",0.0,0.0,Gwk4z777oU,Unit CTA1_06
8,1.0,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'R3C2', 1: 'R4C1', 2: 'xMax', 3: 'R5C2', 4: 'R1C2', 5: 'ValidEquations', 6: 'YLabel', 7: 'Point 1.2'}}",,0.03,Gwk4z777oU,Unit CTA1_06
0,0.75,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R4C2', 1: 'yScale', 2: 'R3C2', 3: 'R5C1', 4: 'R2C1', 5: 'R3C1'}}",0.0,0.002,c3Ee3W8hyq,Unit CTA1_06
1,0.84,1,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0, 4: 0}, 'Step Name': {0: 'yScale', 1: 'R3C2', 2: 'R5C1', 3: 'R2C1', 4: 'R3C1'}}",0.4,0.001,c3Ee3W8hyq,Unit CTA1_06
2,0.8125,2,"{'Difficulty': {0: 0, 1: 0, 2: 0, 3: 0}, 'Step Name': {0: 'R3C2', 1: 'R5C1', 2: 'R2C1', 3: 'R3C1'}}",0.0,0.001,c3Ee3W8hyq,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'R5C1', 1: 'R2C1', 2: 'R3C1'}}",0.0,0.0,c3Ee3W8hyq,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'R2C1', 1: 'R3C1'}}",0.0,0.0,c3Ee3W8hyq,Unit CTA1_06
5,1.0,5,"{'Difficulty': {0: 0}, 'Step Name': {0: 'R3C1'}}",0.0,0.0,c3Ee3W8hyq,Unit CTA1_06
6,0.888888888889,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5}, 'Step Name': {0: 'R4C2', 1: 'yScale', 2: 'R3C2', 3: 'R5C1', 4: 'R2C1', 5: 'R3C1'}}",,0.006,c3Ee3W8hyq,Unit CTA1_06
0,0.90625,0,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 1.0, 3: 1.0, 4: 1.0, 5: -2.0, 6: 2.0, 7: -3.0}, 'Step Name': {0: 'R4C2', 1: 'R1C2', 2: 'R5C2', 3: 'R7C1', 4: 'R2C1', 5: 'YLabel', 6: 'ValidEquations', 7: 'xMin'}}",0.0,0.003,EfN583275t,Unit CTA1_06
1,0.885714285714,1,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 1.0, 3: 0.0, 4: 0.0, 5: -2.0, 6: 1.0}, 'Step Name': {0: 'R4C2', 1: 'R1C2', 2: 'R5C2', 3: 'R7C1', 4: 'R2C1', 5: 'YLabel', 6: 'ValidEquations'}}",0.0,0.003,EfN583275t,Unit CTA1_06
2,0.861111111111,2,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0, 5: 0.0}, 'Step Name': {0: 'R4C2', 1: 'R1C2', 2: 'R5C2', 3: 'R7C1', 4: 'R2C1', 5: 'ValidEquations'}}",0.191666666667,0.002,EfN583275t,Unit CTA1_06
3,1.0,3,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 0.0}, 'Step Name': {0: 'R1C2', 1: 'R5C2', 2: 'R7C1', 3: 'R2C1', 4: 'ValidEquations'}}",0.0,0.002,EfN583275t,Unit CTA1_06
4,1.0,4,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0}, 'Step Name': {0: 'R5C2', 1: 'R7C1', 2: 'R2C1', 3: 'ValidEquations'}}",0.277777777778,0.001,EfN583275t,Unit CTA1_06
5,1.0,5,"{'Difficulty': {0: 0.0, 1: 0.0, 2: 0.0}, 'Step Name': {0: 'R7C1', 1: 'R2C1', 2: 'ValidEquations'}}",0.3275,0.001,EfN583275t,Unit CTA1_06
6,1.0,6,"{'Difficulty': {0: 0.0, 1: 0.0}, 'Step Name': {0: 'R2C1', 1: 'ValidEquations'}}",0.410648148148,0.0,EfN583275t,Unit CTA1_06
7,1.0,7,"{'Difficulty': {0: 0}, 'Step Name': {0: 'ValidEquations'}}",0.109382716049,0.0,EfN583275t,Unit CTA1_06
8,0.916666666667,full,"{'Difficulty': {0: 0, 1: 1, 2: 2, 3: 3, 4: 4, 5: 5, 6: 6, 7: 7}, 'Step Name': {0: 'xMin', 1: 'YLabel', 2: 'R4C2', 3: 'R1C2', 4: 'R5C2', 5: 'R7C1', 6: 'R2C1', 7: 'ValidEquations'}}",,0.016,EfN583275t,Unit CTA1_06
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: '-z/-1 = r/-1', 1: 'yR2'}}",0.0,0.0,Qwq8d0du28,Unit ES_03
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yR2'}}",0.186666666667,0.0,Qwq8d0du28,Unit ES_03
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: '-z/-1 = r/-1', 1: 'yR2'}}",,0.001,Qwq8d0du28,Unit ES_03
0,0.75,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'constant terms1R1', 1: '-4.4 = -6.2y'}}",0.0,0.0,66Ak255E3j,Unit ES_03
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: '-4.4 = -6.2y'}}",0.0,0.0,66Ak255E3j,Unit ES_03
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'constant terms1R1', 1: '-4.4 = -6.2y'}}",,0.001,66Ak255E3j,Unit ES_03
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,ck0GIf31rJ,Unit ES_03
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",,0.0,ck0GIf31rJ,Unit ES_03
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'a-f = 0'}}",0.0,0.0,y8BlGe62E7,Unit ES_03
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'a-f = 0'}}",,0.0,y8BlGe62E7,Unit ES_03
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,wwSQeRjs22,Unit ES_03
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",,0.001,wwSQeRjs22,Unit ES_03
0,0.777777777778,0,"{'Difficulty': {0: 0, 1: 0, 2: 0}, 'Step Name': {0: 'gR2', 1: 'constant terms1R1', 2: 'yR2'}}",0.0,0.0,PE6x6PxZ42,Unit ES_03
1,0.75,1,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'constant terms1R1', 1: 'yR2'}}",0.0,0.0,PE6x6PxZ42,Unit ES_03
2,1.0,2,"{'Difficulty': {0: 0}, 'Step Name': {0: 'yR2'}}",0.246666666667,0.0,PE6x6PxZ42,Unit ES_03
3,0.833333333333,full,"{'Difficulty': {0: 0, 1: 1, 2: 2}, 'Step Name': {0: 'gR2', 1: 'constant terms1R1', 2: 'yR2'}}",,0.002,PE6x6PxZ42,Unit ES_03
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'm/q = x'}}",0.0,0.0,Si4v9635O3,Unit ES_03
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'm/q = x'}}",,0.0,Si4v9635O3,Unit ES_03
0,1.0,0,"{'Difficulty': {0: 0}, 'Step Name': {0: 'x1R1'}}",0.0,0.0,U9iFacSl34,Unit ES_03
1,1.0,full,"{'Difficulty': {0: 0}, 'Step Name': {0: 'x1R1'}}",,0.001,U9iFacSl34,Unit ES_03
0,1.0,0,"{'Difficulty': {0: 0, 1: 0}, 'Step Name': {0: 'z-c = y', 1: 'FinalAnswer'}}",0.0,0.0,i8f2gg51r5,Unit ES_03
1,1.0,1,"{'Difficulty': {0: 0}, 'Step Name': {0: 'FinalAnswer'}}",0.0,0.0,i8f2gg51r5,Unit ES_03
2,1.0,full,"{'Difficulty': {0: 0, 1: 1}, 'Step Name': {0: 'z-c = y', 1: 'FinalAnswer'}}",,0.005,i8f2gg51r5,Unit ES_03
